"HHID","Year","Weight"
11001,81,172.708270676692
11002,81,172.708270676692
11003,81,172.708270676692
11004,81,172.708270676692
11005,81,172.708270676692
11006,81,172.708270676692
11007,81,172.708270676692
11008,81,172.708270676692
11009,81,172.708270676692
11010,81,172.708270676692
11011,81,172.708270676692
11012,81,172.708270676692
11013,81,172.708270676692
11014,81,172.708270676692
11015,81,172.708270676692
11016,81,172.708270676692
11017,81,172.708270676692
11018,81,172.708270676692
11019,81,172.708270676692
11020,81,172.708270676692
11021,81,172.708270676692
11022,81,172.708270676692
11023,81,172.708270676692
11024,81,172.708270676692
11025,81,172.708270676692
11026,81,172.708270676692
11027,81,172.708270676692
11028,81,172.708270676692
11029,81,172.708270676692
11030,81,172.708270676692
11031,81,172.708270676692
11032,81,172.708270676692
11033,81,172.708270676692
11034,81,172.708270676692
11035,81,172.708270676692
11036,81,172.708270676692
11037,81,172.708270676692
11038,81,172.708270676692
11039,81,172.708270676692
11040,81,172.708270676692
11041,81,172.708270676692
11042,81,172.708270676692
11043,81,172.708270676692
11044,81,172.708270676692
11045,81,172.708270676692
11046,81,172.708270676692
11047,81,172.708270676692
11048,81,172.708270676692
11049,81,172.708270676692
11050,81,172.708270676692
11051,81,172.708270676692
11052,81,172.708270676692
11053,81,172.708270676692
11054,81,172.708270676692
11055,81,172.708270676692
11056,81,172.708270676692
11057,81,172.708270676692
11058,81,172.708270676692
11059,81,172.708270676692
11060,81,172.708270676692
12001,81,172.708270676692
12002,81,172.708270676692
12003,81,172.708270676692
12004,81,172.708270676692
12005,81,172.708270676692
12006,81,172.708270676692
12007,81,172.708270676692
12008,81,172.708270676692
12009,81,172.708270676692
12010,81,172.708270676692
12011,81,172.708270676692
12012,81,172.708270676692
12013,81,172.708270676692
12014,81,172.708270676692
12015,81,172.708270676692
12016,81,172.708270676692
12017,81,172.708270676692
12018,81,172.708270676692
12019,81,172.708270676692
12020,81,172.708270676692
12021,81,172.708270676692
12022,81,172.708270676692
12023,81,172.708270676692
12024,81,172.708270676692
12025,81,172.708270676692
12026,81,172.708270676692
12027,81,172.708270676692
12028,81,172.708270676692
12029,81,172.708270676692
12030,81,172.708270676692
12031,81,172.708270676692
12032,81,172.708270676692
12033,81,172.708270676692
12034,81,172.708270676692
12035,81,172.708270676692
12036,81,172.708270676692
12037,81,172.708270676692
12038,81,172.708270676692
12039,81,172.708270676692
12040,81,172.708270676692
12041,81,172.708270676692
12042,81,172.708270676692
12043,81,172.708270676692
12044,81,172.708270676692
12045,81,172.708270676692
12046,81,172.708270676692
12047,81,172.708270676692
12048,81,172.708270676692
12049,81,172.708270676692
12050,81,172.708270676692
12051,81,172.708270676692
12052,81,172.708270676692
12053,81,172.708270676692
12054,81,172.708270676692
12055,81,172.708270676692
12056,81,172.708270676692
12057,81,172.708270676692
12058,81,172.708270676692
12059,81,172.708270676692
12060,81,172.708270676692
13001,81,172.708270676692
13002,81,172.708270676692
13003,81,172.708270676692
13004,81,172.708270676692
13005,81,172.708270676692
13006,81,172.708270676692
13007,81,172.708270676692
13008,81,172.708270676692
13009,81,172.708270676692
13010,81,172.708270676692
13011,81,172.708270676692
13012,81,172.708270676692
13013,81,172.708270676692
13014,81,172.708270676692
13015,81,172.708270676692
13016,81,172.708270676692
13017,81,172.708270676692
13018,81,172.708270676692
13019,81,172.708270676692
13020,81,172.708270676692
13021,81,172.708270676692
13022,81,172.708270676692
13023,81,172.708270676692
13024,81,172.708270676692
13025,81,172.708270676692
13026,81,172.708270676692
13027,81,172.708270676692
13028,81,172.708270676692
13029,81,172.708270676692
13030,81,172.708270676692
13031,81,172.708270676692
13032,81,172.708270676692
13033,81,172.708270676692
13034,81,172.708270676692
13035,81,172.708270676692
13036,81,172.708270676692
13037,81,172.708270676692
13038,81,172.708270676692
13039,81,172.708270676692
13040,81,172.708270676692
13041,81,172.708270676692
13042,81,172.708270676692
13043,81,172.708270676692
13044,81,172.708270676692
13045,81,172.708270676692
13046,81,172.708270676692
13047,81,172.708270676692
13048,81,172.708270676692
13049,81,172.708270676692
13050,81,172.708270676692
13051,81,172.708270676692
13052,81,172.708270676692
13053,81,172.708270676692
13054,81,172.708270676692
13055,81,172.708270676692
13056,81,172.708270676692
13057,81,172.708270676692
13058,81,172.708270676692
13059,81,172.708270676692
13060,81,172.708270676692
14001,81,172.708270676692
14002,81,172.708270676692
14003,81,172.708270676692
14004,81,172.708270676692
14005,81,172.708270676692
14006,81,172.708270676692
14007,81,172.708270676692
14008,81,172.708270676692
14009,81,172.708270676692
14010,81,172.708270676692
14011,81,172.708270676692
14012,81,172.708270676692
14013,81,172.708270676692
14014,81,172.708270676692
14015,81,172.708270676692
14016,81,172.708270676692
14017,81,172.708270676692
14018,81,172.708270676692
14019,81,172.708270676692
14020,81,172.708270676692
14021,81,172.708270676692
14022,81,172.708270676692
14023,81,172.708270676692
14024,81,172.708270676692
14025,81,172.708270676692
14026,81,172.708270676692
14027,81,172.708270676692
14028,81,172.708270676692
14029,81,172.708270676692
14030,81,172.708270676692
14031,81,172.708270676692
14032,81,172.708270676692
14033,81,172.708270676692
14034,81,172.708270676692
14035,81,172.708270676692
14036,81,172.708270676692
14037,81,172.708270676692
14038,81,172.708270676692
14039,81,172.708270676692
14040,81,172.708270676692
14041,81,172.708270676692
14042,81,172.708270676692
14043,81,172.708270676692
14044,81,172.708270676692
14045,81,172.708270676692
14046,81,172.708270676692
14047,81,172.708270676692
14048,81,172.708270676692
14049,81,172.708270676692
14050,81,172.708270676692
14051,81,172.708270676692
14052,81,172.708270676692
14053,81,172.708270676692
14054,81,172.708270676692
14055,81,172.708270676692
14056,81,172.708270676692
14057,81,172.708270676692
14058,81,172.708270676692
14059,81,172.708270676692
14060,81,172.708270676692
21061,81,172.708270676692
21062,81,172.708270676692
21063,81,172.708270676692
21064,81,172.708270676692
21065,81,172.708270676692
22061,81,172.708270676692
22062,81,172.708270676692
22063,81,172.708270676692
22064,81,172.708270676692
22065,81,172.708270676692
23061,81,172.708270676692
23062,81,172.708270676692
23063,81,172.708270676692
23064,81,172.708270676692
23065,81,172.708270676692
24061,81,172.708270676692
24062,81,172.708270676692
24063,81,172.708270676692
24064,81,172.708270676692
24065,81,172.708270676692
31066,81,172.708270676692
31067,81,172.708270676692
31068,81,172.708270676692
31069,81,172.708270676692
31070,81,172.708270676692
31071,81,172.708270676692
31072,81,172.708270676692
31073,81,172.708270676692
31074,81,172.708270676692
31075,81,172.708270676692
31076,81,172.708270676692
31077,81,172.708270676692
31078,81,172.708270676692
31079,81,172.708270676692
31080,81,172.708270676692
32066,81,172.708270676692
32067,81,172.708270676692
32068,81,172.708270676692
32069,81,172.708270676692
32070,81,172.708270676692
32071,81,172.708270676692
32072,81,172.708270676692
32073,81,172.708270676692
32074,81,172.708270676692
32075,81,172.708270676692
32076,81,172.708270676692
32077,81,172.708270676692
32078,81,172.708270676692
32079,81,172.708270676692
32080,81,172.708270676692
33066,81,172.708270676692
33067,81,172.708270676692
33068,81,172.708270676692
33069,81,172.708270676692
33070,81,172.708270676692
33071,81,172.708270676692
33072,81,172.708270676692
33073,81,172.708270676692
33074,81,172.708270676692
33075,81,172.708270676692
33076,81,172.708270676692
33077,81,172.708270676692
33078,81,172.708270676692
33079,81,172.708270676692
33080,81,172.708270676692
34066,81,172.708270676692
34067,81,172.708270676692
34068,81,172.708270676692
34069,81,172.708270676692
34070,81,172.708270676692
34071,81,172.708270676692
34072,81,172.708270676692
34073,81,172.708270676692
34074,81,172.708270676692
34075,81,172.708270676692
41081,81,172.708270676692
41082,81,172.708270676692
41083,81,172.708270676692
41084,81,172.708270676692
41085,81,172.708270676692
41086,81,172.708270676692
41087,81,172.708270676692
41088,81,172.708270676692
41089,81,172.708270676692
41090,81,172.708270676692
41091,81,172.708270676692
41092,81,172.708270676692
41093,81,172.708270676692
41094,81,172.708270676692
41095,81,172.708270676692
41096,81,172.708270676692
41097,81,172.708270676692
41098,81,172.708270676692
41099,81,172.708270676692
41100,81,172.708270676692
42081,81,172.708270676692
42082,81,172.708270676692
42083,81,172.708270676692
42084,81,172.708270676692
42085,81,172.708270676692
42086,81,172.708270676692
42087,81,172.708270676692
42088,81,172.708270676692
42089,81,172.708270676692
42090,81,172.708270676692
42091,81,172.708270676692
42092,81,172.708270676692
42093,81,172.708270676692
42094,81,172.708270676692
42095,81,172.708270676692
42096,81,172.708270676692
42097,81,172.708270676692
