"HHID","Weight","Year"
20001384229,170.110792094318,99
20001384620,170.110792094318,99
20001384626,170.110792094318,99
20001385423,170.110792094318,99
20001385418,170.110792094318,99
20001385420,170.110792094318,99
20001385414,170.110792094318,99
20001385426,170.110792094318,99
20001385429,170.110792094318,99
20001384613,170.110792094318,99
20001384616,170.110792094318,99
20001384629,170.110792094318,99
20001384622,170.110792094318,99
20001384220,170.110792094318,99
20001384223,170.110792094318,99
20001384214,170.110792094318,99
20001384215,170.110792094318,99
20001384226,170.110792094318,99
20001385029,170.110792094318,99
20001385016,170.110792094318,99
20001385023,170.110792094318,99
20001385026,170.110792094318,99
20001385018,170.110792094318,99
20001385020,170.110792094318,99
20001385114,170.110792094318,99
20001383923,170.110792094318,99
20001385120,170.110792094318,99
20001385123,170.110792094318,99
20001383919,170.110792094318,99
20001385129,170.110792094318,99
20001385126,170.110792094318,99
20001383916,170.110792094318,99
20001385115,170.110792094318,99
20001383929,170.110792094318,99
20001383926,170.110792094318,99
20001383917,170.110792094318,99
20001384317,170.110792094318,99
20001384316,170.110792094318,99
20001384329,170.110792094318,99
20001384323,170.110792094318,99
20001385529,170.110792094318,99
20001385523,170.110792094318,99
20001384324,170.110792094318,99
20001385521,170.110792094318,99
20001385515,170.110792094318,99
20001385517,170.110792094318,99
20001384326,170.110792094318,99
20001385526,170.110792094318,99
20001384713,170.110792094318,99
20001384724,170.110792094318,99
20001384719,170.110792094318,99
20001384718,170.110792094318,99
20001384729,170.110792094318,99
20001384726,170.110792094318,99
20001385214,170.110792094318,99
20001385229,170.110792094318,99
20001385213,170.110792094318,99
20001385222,170.110792094318,99
20001385226,170.110792094318,99
20001385220,170.110792094318,99
20001384021,170.110792094318,99
20001384022,170.110792094318,99
20001384015,170.110792094318,99
20001384014,170.110792094318,99
20001384026,170.110792094318,99
20001384029,170.110792094318,99
20001384423,170.110792094318,99
20001384420,170.110792094318,99
20001384417,170.110792094318,99
20001385620,170.110792094318,99
20001385626,170.110792094318,99
20001385617,170.110792094318,99
20001385616,170.110792094318,99
20001384429,170.110792094318,99
20001384418,170.110792094318,99
