"HHID","Year","Weight"
1000001171,89,699.329134610478
1000001172,89,699.329134610478
1000001177,89,699.329134610478
1000001180,89,699.329134610478
1000001181,89,699.329134610478
1000002113,89,539.916745553225
1000002116,89,539.916745553225
1000002119,89,539.916745553225
1000002124,89,539.916745553225
1000002127,89,539.916745553225
1000003140,89,349.664567305239
1000003143,89,349.664567305239
1000003145,89,349.664567305239
1000003150,89,349.664567305239
1000003153,89,349.664567305239
1000004001,89,349.664567305239
1000004005,89,349.664567305239
1000004009,89,349.664567305239
1000004010,89,349.664567305239
1000004014,89,349.664567305239
1000005097,89,699.329134610478
1000005098,89,699.329134610478
1000005101,89,699.329134610478
1000005105,89,699.329134610478
1000005109,89,699.329134610478
1000006001,89,699.329134610478
1000006006,89,699.329134610478
1000006007,89,699.329134610478
1000006010,89,699.329134610478
1000006013,89,699.329134610478
1000007001,89,699.329134610478
1000007005,89,699.329134610478
1000007009,89,699.329134610478
1000007010,89,699.329134610478
1000007013,89,699.329134610478
1000008151,89,349.664567305239
1000008155,89,349.664567305239
1000008159,89,349.664567305239
1000008162,89,349.664567305239
1000008164,89,349.664567305239
1000009001,89,349.664567305239
1000009004,89,349.664567305239
1000009009,89,349.664567305239
1000009010,89,349.664567305239
1000009015,89,349.664567305239
1000010149,89,539.916745553225
1000010152,89,539.916745553225
1000010156,89,539.916745553225
1000010159,89,539.916745553225
1000010162,89,539.916745553225
1000011199,89,539.916745553225
1000011201,89,539.916745553225
1000011205,89,539.916745553225
1000011208,89,539.916745553225
1000011211,89,539.916745553225
1000012001,89,699.329134610478
1000012005,89,699.329134610478
1000012008,89,699.329134610478
1000012010,89,699.329134610478
1000012013,89,699.329134610478
1000013168,89,349.664567305239
1000013169,89,349.664567305239
1000013173,89,349.664567305239
1000013176,89,349.664567305239
1000013178,89,349.664567305239
1000014056,89,349.664567305239
1000014059,89,349.664567305239
1000014063,89,349.664567305239
1000014067,89,349.664567305239
1000014069,89,349.664567305239
1000015308,89,539.916745553225
1000015310,89,539.916745553225
1000015315,89,539.916745553225
1000015316,89,539.916745553225
1000015320,89,539.916745553225
1000016289,89,539.916745553225
1000016294,89,539.916745553225
1000016297,89,539.916745553225
1000016298,89,539.916745553225
1000016303,89,539.916745553225
