"HHID","Weight","Year"
"20006389417",159,97
"20006389502",159,97
"20006389505",159,97
"20006389508",159,97
"20006389511",159,97
"20006389514",159,97
"20006389517",159,97
"20006389602",159,97
"20006389605",159,97
"20006389608",159,97
"20006389611",159,97
"20006389614",159,97
"20006389617",159,97
"20006389702",159,97
"20006389705",159,97
"20006389708",159,97
"20006389711",159,97
"20006389714",159,97
"20006389717",159,97
"20006389802",159,97
"20006389805",159,97
"20006389808",159,97
"20006389811",159,97
"20006389814",159,97
"20006389817",159,97
"20006389902",159,97
"20006389905",159,97
"20006389908",159,97
"20006389911",159,97
"20006389914",159,97
"20006389917",159,97
"20006390002",159,97
"20006390005",159,97
"20006390008",159,97
"20006390011",159,97
"20006390014",159,97
"20006390017",159,97
"20006390102",159,97
"20006390105",159,97
"20006390108",159,97
"20006390111",159,97
"20006390114",159,97
"20006390117",159,97
"20006390202",159,97
"20006390205",159,97
"20006390208",159,97
"20006390211",159,97
"20006390214",159,97
"20006390217",159,97
"20006390302",159,97
"20006390305",159,97
"20006390308",159,97
"20006390311",159,97
"20006390314",159,97
"20006390317",159,97
"20006390402",159,97
"20006390405",159,97
"20006390408",159,97
"20006390411",159,97
"20006390414",159,97
"20006390417",159,97
"20006390502",191,97
"20006390505",191,97
"20006390508",191,97
"20006390511",191,97
"20006390514",191,97
"20006390602",159,97
"20006390605",159,97
"20006390608",159,97
"20006390611",159,97
"20006390614",159,97
"20006390617",159,97
"20006390702",159,97
"20006390705",159,97
"20006390708",159,97
"20006390711",159,97
"20006390714",159,97
"20006390717",159,97
"20006390802",159,97
"20006390805",159,97
"20006390808",159,97
"20006390811",159,97
"20006390814",159,97
"20006390817",159,97
"20007390902",171,97
"20007390905",171,97
"20007390908",171,97
"20007390911",171,97
"20007390914",171,97
"20007390917",171,97
"20007391002",171,97
"20007391005",171,97
"20007391008",171,97
"20007391011",171,97
"20007391014",171,97
"20007391017",171,97
"20007391102",171,97
"20007391105",171,97
"20007391108",171,97
"20007391111",171,97
"20007391114",171,97
"20007391117",171,97
"20007391202",171,97
"20007391205",171,97
"20007391208",171,97
"20007391211",171,97
"20007391214",171,97
"20007391217",171,97
"20007391302",171,97
"20007391305",171,97
"20007391308",171,97
"20007391311",171,97
"20007391314",171,97
"20007391317",171,97
"20007391402",171,97
"20007391405",171,97
"20007391408",171,97
"20007391411",171,97
"20007391414",171,97
"20007391417",171,97
"20007391502",171,97
"20007391505",171,97
"20007391508",171,97
"20007391511",171,97
"20007391514",171,97
"20007391517",171,97
"20007391602",171,97
"20007391605",171,97
"20007391608",171,97
"20007391611",171,97
"20007391614",171,97
"20007391617",171,97
"20007391702",171,97
"20007391705",171,97
"20007391708",171,97
"20007391711",171,97
"20007391714",171,97
"20007391717",171,97
"20007391802",171,97
"20007391805",171,97
"20007391808",171,97
"20007391811",171,97
"20007391814",171,97
"20007391817",171,97
"20007391902",171,97
"20007391905",171,97
"20007391908",171,97
"20007391911",171,97
"20007391914",171,97
"20007391917",171,97
"20007392002",171,97
"20007392005",171,97
"20007392008",171,97
"20007392011",171,97
"20007392014",171,97
"20007392017",171,97
"20007392102",171,97
"20007392105",171,97
"20007392108",171,97
"20007392111",171,97
"20007392114",171,97
"20007392117",171,97
"20007392202",171,97
"20007392205",171,97
"20007392208",171,97
"20007392211",171,97
"20007392214",171,97
"20007392217",171,97
"20007392302",171,97
"20007392305",171,97
"20007392308",171,97
"20007392311",171,97
"20007392314",171,97
"20007392317",171,97
"20007392402",171,97
"20007392405",171,97
"20007392408",171,97
"20007392411",171,97
"20007392414",171,97
"20007392417",171,97
"20007392502",171,97
"20007392505",171,97
"20007392508",171,97
"20007392511",171,97
"20007392514",171,97
"20007392517",171,97
"20007392602",171,97
"20007392605",171,97
"20007392608",171,97
"20007392611",171,97
"20007392614",171,97
"20007392617",171,97
"20007392702",171,97
"20007392705",171,97
"20007392708",171,97
"20007392711",171,97
"20007392714",171,97
"20007392717",171,97
"20009392802",49,97
"20009392805",49,97
"20009392808",49,97
"20009392811",49,97
"20009392814",49,97
"20009392817",49,97
"20009392902",49,97
"20009392905",49,97
"20009392908",49,97
"20009392911",49,97
"20009392914",49,97
"20009392917",49,97
"20009393002",49,97
"20009393005",49,97
"20009393008",49,97
"20009393011",49,97
"20009393014",49,97
"20009393017",49,97
"20009393102",49,97
"20009393105",49,97
"20009393108",49,97
"20009393111",49,97
"20009393114",49,97
"20009393117",49,97
"20009393202",49,97
"20009393205",49,97
"20009393208",49,97
"20009393211",49,97
"20009393214",49,97
"20009393217",49,97
"20009393302",49,97
"20009393305",49,97
"20009393308",49,97
"20009393311",49,97
"20009393314",49,97
"20009393317",49,97
"20010393402",133,97
"20010393408",133,97
"20010393411",133,97
"20010393414",133,97
"20010393417",133,97
"20010393502",110,97
"20010393505",110,97
"20010393508",110,97
"20010393511",110,97
"20010393514",110,97
"20010393517",110,97
"20010393602",110,97
"20010393605",110,97
"20010393608",110,97
"20010393611",110,97
"20010393614",110,97
"20010393617",110,97
"20010393702",110,97
"20010393705",110,97
"20010393708",110,97
"20010393711",110,97
"20010393714",110,97
"20010393717",110,97
"20010393802",110,97
"20010393805",110,97
"20010393808",110,97
"20010393811",110,97
"20010393814",110,97
"20010393817",110,97
"20010393902",110,97
"20010393905",110,97
"20010393908",110,97
"20010393911",110,97
"20010393914",110,97
"20010393917",110,97
"20010394008",665,97
"20010394102",110,97
"20010394105",110,97
"20010394108",110,97
"20010394111",110,97
"20010394114",110,97
"20010394117",110,97
"20010394202",110,97
"20010394205",110,97
"20010394208",110,97
"20010394211",110,97
"20010394214",110,97
"20010394217",110,97
"20010394302",110,97
"20010394305",110,97
"20010394308",110,97
"20010394311",110,97
"20010394314",110,97
"20010394317",110,97
"20010394402",133,97
"20010394405",133,97
"20010394408",133,97
"20010394414",133,97
"20010394417",133,97
"20011394502",98,97
"20011394505",98,97
"20011394508",98,97
"20011394511",98,97
"20011394514",98,97
"20011394517",98,97
"20011394602",98,97
"20011394605",98,97
"20011394608",98,97
"20011394611",98,97
"20011394614",98,97
"20011394617",98,97
"20011394702",98,97
"20011394705",98,97
"20011394708",98,97
"20011394711",98,97
"20011394714",98,97
"20011394717",98,97
"20011394802",98,97
"20011394805",98,97
"20011394808",98,97
"20011394811",98,97
"20011394814",98,97
"20011394817",98,97
"20011394902",98,97
"20011394905",98,97
"20011394908",98,97
"20011394911",98,97
"20011394914",98,97
"20011394917",98,97
"20011395002",98,97
"20011395005",98,97
"20011395008",98,97
"20011395011",98,97
"20011395014",98,97
"20011395017",98,97
"20011395102",98,97
"20011395105",98,97
"20011395108",98,97
"20011395111",98,97
"20011395114",98,97
"20011395117",98,97
"20011395202",98,97
"20011395205",98,97
"20011395208",98,97
"20011395211",98,97
"20011395214",98,97
"20011395217",98,97
"20011395302",98,97
"20011395305",98,97
"20011395308",98,97
"20011395311",98,97
"20011395314",98,97
"20011395317",98,97
"20011395402",98,97
"20011395405",98,97
"20011395408",98,97
"20011395411",98,97
"20011395414",98,97
"20011395417",98,97
"20012395502",143,97
"20012395505",143,97
"20012395508",143,97
"20012395511",143,97
"20012395514",143,97
"20012395517",143,97
"20012395602",143,97
"20012395605",143,97
"20012395608",143,97
"20012395611",143,97
"20012395614",143,97
"20012395617",143,97
"20012395702",143,97
"20012395705",143,97
"20012395708",143,97
"20012395711",143,97
"20012395714",143,97
"20012395717",143,97
"20012395802",143,97
"20012395805",143,97
"20012395808",143,97
"20012395811",143,97
"20012395814",143,97
"20012395817",143,97
"20012395902",143,97
"20012395905",143,97
"20012395908",143,97
"20012395911",143,97
"20012395914",143,97
"20012395917",143,97
"20012396002",143,97
"20012396005",143,97
"20012396008",143,97
"20012396011",143,97
"20012396014",143,97
"20012396017",143,97
"20012396102",143,97
"20012396105",143,97
"20012396108",143,97
"20012396111",143,97
"20012396114",143,97
"20012396117",143,97
"20012396202",143,97
"20012396205",143,97
"20012396208",143,97
"20012396211",143,97
"20012396214",143,97
"20012396217",143,97
"20012396302",143,97
"20012396305",143,97
"20012396308",143,97
"20012396311",143,97
"20012396314",143,97
"20012396317",143,97
"20012396402",143,97
"20012396405",143,97
"20012396408",143,97
"20012396411",143,97
"20012396414",143,97
"20012396417",143,97
"20012396502",143,97
"20012396505",143,97
"20012396508",143,97
"20012396511",143,97
"20012396514",143,97
"20012396517",143,97
"20012396602",143,97
"20012396605",143,97
"20012396608",143,97
"20012396611",143,97
"20012396614",143,97
"20012396617",143,97
"20012396702",143,97
"20012396705",143,97
"20012396708",143,97
"20012396711",143,97
"20012396714",143,97
"20012396717",143,97
"20012396802",143,97
"20012396805",143,97
"20012396808",143,97
"20012396811",143,97
"20012396814",143,97
"20012396817",143,97
"20012396902",143,97
"20012396905",143,97
"20012396908",143,97
"20012396911",143,97
"20012396914",143,97
"20012396917",143,97
"20013397002",107,97
"20013397005",107,97
"20013397008",107,97
"20013397011",107,97
"20013397014",107,97
"20013397017",107,97
"20013397102",107,97
"20013397105",107,97
"20013397108",107,97
"20013397111",107,97
"20013397114",107,97
"20013397117",107,97
"20013397202",107,97
"20013397205",107,97
"20013397208",107,97
"20013397211",107,97
"20013397214",107,97
"20013397217",107,97
"20013397302",107,97
"20013397305",107,97
"20013397308",107,97
"20013397311",107,97
"20013397314",107,97
"20013397317",107,97
"20013397402",107,97
"20013397405",107,97
"20013397408",107,97
"20013397411",107,97
"20013397414",107,97
"20013397417",107,97
"20013397502",107,97
"20013397505",107,97
"20013397508",107,97
"20013397511",107,97
"20013397514",107,97
"20013397517",107,97
"20013397602",107,97
"20013397605",107,97
"20013397608",107,97
"20013397611",107,97
"20013397614",107,97
"20013397617",107,97
"20013397702",107,97
"20013397705",107,97
"20013397708",107,97
"20013397711",107,97
"20013397714",107,97
"20013397717",107,97
"20013397802",107,97
"20013397805",107,97
"20013397808",107,97
"20013397811",107,97
"20013397814",107,97
"20013397817",107,97
"20013397902",107,97
"20013397905",107,97
"20013397908",107,97
"20013397911",107,97
"20013397914",107,97
"20013397917",107,97
"20013398002",107,97
"20013398005",107,97
"20013398008",107,97
"20013398011",107,97
"20013398014",107,97
"20013398017",107,97
"20101398102",491,97
"20101398105",491,97
"20101398108",491,97
"20101398111",491,97
"20101398114",491,97
"20101398117",491,97
"20101398202",491,97
"20101398205",491,97
"20101398208",491,97
"20101398211",491,97
"20101398214",491,97
"20101398217",491,97
"20101398302",491,97
"20101398305",491,97
"20101398308",491,97
"20101398311",491,97
"20101398314",491,97
"20101398317",491,97
"20102398402",731,97
"20102398405",731,97
"20102398408",731,97
"20102398411",731,97
"20102398414",731,97
"20102398417",731,97
"20102398502",731,97
"20102398505",731,97
"20102398508",731,97
"20102398511",731,97
"20102398514",731,97
"20102398517",731,97
"20102398602",731,97
"20102398605",731,97
"20102398608",731,97
"20102398611",731,97
"20102398614",731,97
"20102398617",731,97
"20102398802",731,97
"20102398805",731,97
"20102398808",731,97
"20102398811",731,97
"20102398814",731,97
"20102398817",731,97
"20103398902",403,97
"20103398905",403,97
"20103398908",403,97
"20103398911",403,97
"20103398914",403,97
"20103398917",403,97
"20103399002",403,97
"20103399005",403,97
"20103399008",403,97
"20103399011",403,97
"20103399014",403,97
"20103399017",403,97
"20103399102",403,97
"20103399105",403,97
"20103399108",403,97
"20103399111",403,97
"20103399114",403,97
"20103399117",403,97
"20104399202",1030,97
"20104399205",1030,97
"20104399208",1030,97
"20104399211",1030,97
"20104399214",1030,97
"20104399217",1030,97
"20104399302",1030,97
"20104399305",1030,97
"20104399308",1030,97
"20104399311",1030,97
"20104399314",1030,97
"20104399317",1030,97
"20104399402",1030,97
"20104399405",1030,97
"20104399408",1030,97
"20104399411",1030,97
"20104399414",1030,97
"20104399417",1030,97
"20104399502",1030,97
"20104399505",1030,97
"20104399508",1030,97
"20104399511",1030,97
"20104399514",1030,97
"20104399517",1030,97
"20104399602",1030,97
"20104399605",1030,97
"20104399608",1030,97
"20104399611",1030,97
"20104399614",1030,97
"20104399617",1030,97
"20104399802",1030,97
"20104399805",1030,97
"20104399808",1030,97
"20104399811",1030,97
"20104399814",1030,97
"20104399817",1030,97
"20105399902",1310,97
"20105399905",1310,97
"20105399908",1310,97
"20105399911",1310,97
"20105399914",1310,97
"20105399917",1310,97
"20105400002",1310,97
"20105400005",1310,97
"20105400008",1310,97
"20105400011",1310,97
"20105400014",1310,97
"20105400017",1310,97
"20105400102",1310,97
"20105400105",1310,97
"20105400108",1310,97
"20105400111",1310,97
"20105400114",1310,97
"20105400117",1310,97
"20105400202",1310,97
"20105400205",1310,97
"20105400208",1310,97
"20105400211",1310,97
"20105400214",1310,97
"20105400217",1310,97
"20105400302",1310,97
"20105400305",1310,97
"20105400308",1310,97
"20105400311",1310,97
"20105400314",1310,97
"20105400317",1310,97
"20105400502",1310,97
"20105400505",1310,97
"20105400508",1310,97
"20105400511",1310,97
"20105400514",1310,97
"20105400517",1310,97
"20105400602",1310,97
"20105400605",1310,97
"20105400608",1310,97
"20105400611",1310,97
"20105400614",1310,97
"20105400617",1310,97
"20105400702",1310,97
"20105400705",1310,97
"20105400708",1310,97
"20105400711",1310,97
"20105400714",1310,97
"20105400717",1310,97
"20105400802",1310,97
"20105400805",1310,97
"20105400808",1310,97
"20105400811",1310,97
"20105400814",1310,97
"20105400817",1310,97
"20106400902",518,97
"20106400905",518,97
"20106400908",518,97
"20106400911",518,97
"20106400914",518,97
"20106400917",518,97
"20106401002",518,97
"20106401005",518,97
"20106401008",518,97
"20106401011",518,97
"20106401014",518,97
"20106401017",518,97
"20106401102",518,97
"20106401105",518,97
"20106401108",518,97
"20106401111",518,97
"20106401114",518,97
"20106401117",518,97
"20106401202",518,97
"20106401205",518,97
"20106401208",518,97
"20106401211",518,97
"20106401214",518,97
"20106401217",518,97
"20107401302",887,97
"20107401305",887,97
"20107401308",887,97
"20107401311",887,97
"20107401314",887,97
"20107401317",887,97
"20107401502",887,97
"20107401505",887,97
"20107401508",887,97
"20107401511",887,97
"20107401514",887,97
"20107401517",887,97
"20107401602",887,97
"20107401605",887,97
"20107401608",887,97
"20107401611",887,97
"20107401614",887,97
"20107401617",887,97
"20107401702",887,97
"20107401705",887,97
"20107401708",887,97
"20107401711",887,97
"20107401714",887,97
"20107401717",887,97
"20107401802",887,97
"20107401805",887,97
"20107401808",887,97
"20107401811",887,97
"20107401814",887,97
"20107401817",887,97
"20108401902",771,97
"20108401905",771,97
"20108401908",771,97
"20108401911",771,97
"20108401914",771,97
"20108401917",771,97
"20108402002",771,97
"20108402005",771,97
"20108402008",771,97
"20108402011",771,97
"20108402014",771,97
"20108402017",771,97
"20108402102",771,97
"20108402105",771,97
"20108402108",771,97
"20108402111",771,97
"20108402114",771,97
"20108402117",771,97
"20108402202",771,97
"20108402205",771,97
"20108402208",771,97
"20108402211",771,97
"20108402214",771,97
"20108402217",771,97
"20108402402",771,97
"20108402405",771,97
"20108402408",771,97
"20108402411",771,97
"20108402414",771,97
"20108402417",771,97
"20109402502",628,97
"20109402505",628,97
"20109402508",628,97
"20109402511",628,97
"20109402514",628,97
"20109402517",628,97
"20109402602",628,97
"20109402605",628,97
"20109402608",628,97
"20109402611",628,97
"20109402614",628,97
"20109402617",628,97
"20109402702",628,97
"20109402705",628,97
"20109402708",628,97
"20109402711",628,97
"20109402714",628,97
"20109402717",628,97
"20109402802",628,97
"20109402805",628,97
"20109402808",628,97
"20109402811",628,97
"20109402814",628,97
"20109402817",628,97
"20109402902",628,97
"20109402905",628,97
"20109402908",628,97
"20109402911",628,97
"20109402914",628,97
"20109402917",628,97
"20110403002",587,97
"20110403005",587,97
"20110403008",587,97
"20110403011",587,97
"20110403014",587,97
"20110403017",587,97
"20110403102",587,97
"20110403105",587,97
"20110403108",587,97
"20110403111",587,97
"20110403114",587,97
"20110403117",587,97
"20110403202",587,97
"20110403205",587,97
"20110403208",587,97
"20110403211",587,97
"20110403214",587,97
"20110403217",587,97
"20110403302",587,97
"20110403305",587,97
"20110403308",587,97
"20110403311",587,97
"20110403314",587,97
"20110403317",587,97
"20111403402",771,97
"20111403405",771,97
"20111403408",771,97
"20111403411",771,97
"20111403414",771,97
"20111403417",771,97
"20111403502",771,97
"20111403505",771,97
"20111403508",771,97
"20111403511",771,97
"20111403514",771,97
"20111403517",771,97
"20111403602",771,97
"20111403605",771,97
"20111403608",771,97
"20111403611",771,97
"20111403614",771,97
"20111403617",771,97
"20111403702",771,97
"20111403705",771,97
"20111403708",771,97
"20111403711",771,97
"20111403714",771,97
"20111403717",771,97
"20111403802",771,97
"20111403805",771,97
"20111403808",771,97
"20111403811",771,97
"20111403814",771,97
"20111403817",771,97
"20112404102",637,97
"20112404105",637,97
"20112404108",637,97
"20112404111",637,97
"20112404114",637,97
"20112404117",637,97
"20112404202",637,97
"20112404205",637,97
"20112404208",637,97
"20112404211",637,97
"20112404214",637,97
"20112404217",637,97
"20112404302",637,97
"20112404305",637,97
"20112404308",637,97
"20112404311",637,97
"20112404314",637,97
"20112404317",637,97
"20112404402",637,97
"20112404405",637,97
"20112404408",637,97
"20112404411",637,97
"20112404414",637,97
"20112404417",637,97
"20113404502",521,97
"20113404505",521,97
"20113404508",521,97
"20113404511",521,97
"20113404514",521,97
"20113404517",521,97
"20113404702",521,97
"20113404705",521,97
"20113404708",521,97
"20113404711",521,97
"20113404714",521,97
"20113404717",521,97
"20113404802",521,97
"20113404805",521,97
"20113404808",521,97
"20113404811",521,97
"20113404814",521,97
"20113404817",521,97
"20114404902",556,97
"20114404905",556,97
"20114404908",556,97
"20114404911",556,97
"20114404914",556,97
"20114404917",556,97
"20114405002",556,97
"20114405005",556,97
"20114405008",556,97
"20114405011",556,97
"20114405014",556,97
"20114405017",556,97
"20114405102",556,97
"20114405105",556,97
"20114405108",556,97
"20114405111",556,97
"20114405114",556,97
"20114405117",556,97
"20114405202",556,97
"20114405205",556,97
"20114405208",556,97
"20114405211",556,97
"20114405214",556,97
"20114405217",556,97
"20115405302",495,97
"20115405305",495,97
"20115405308",495,97
"20115405311",495,97
"20115405314",495,97
"20115405317",495,97
"20115405402",495,97
"20115405405",495,97
"20115405408",495,97
"20115405411",495,97
"20115405414",495,97
"20115405417",495,97
"20115405502",495,97
"20115405505",495,97
"20115405508",495,97
"20115405511",495,97
"20115405514",495,97
"20115405517",495,97
"20116405602",538,97
"20116405605",538,97
"20116405608",538,97
"20116405611",538,97
"20116405614",538,97
"20116405617",538,97
"20116405702",538,97
"20116405705",538,97
"20116405708",538,97
"20116405711",538,97
"20116405714",538,97
"20116405717",538,97
"20116405902",538,97
"20116405905",538,97
"20116405908",538,97
"20116405911",538,97
"20116405914",538,97
"20116405917",538,97
"20201406002",1055,97
"20201406005",1055,97
"20201406008",1055,97
"20201406011",1055,97
"20201406014",1055,97
"20201406017",1055,97
"20201406102",1055,97
"20201406105",1055,97
"20201406108",1055,97
"20201406111",1055,97
"20201406114",1055,97
"20201406117",1055,97
"20201406202",1055,97
"20201406205",1055,97
"20201406208",1055,97
"20201406211",1055,97
"20201406214",1055,97
"20201406217",1055,97
"20201406302",1055,97
"20201406305",1055,97
"20201406308",1055,97
"20201406311",1055,97
"20201406314",1055,97
"20201406317",1055,97
"20201406402",1266,97
"20201406405",1266,97
"20201406408",1266,97
"20201406411",1266,97
"20201406414",1266,97
"20201406502",1266,97
"20201406505",1266,97
"20201406511",1266,97
"20201406514",1266,97
"20201406517",1266,97
"20201406602",1055,97
"20201406605",1055,97
"20201406608",1055,97
"20201406611",1055,97
"20201406614",1055,97
"20201406617",1055,97
"20201406702",1055,97
"20201406705",1055,97
"20201406708",1055,97
"20201406711",1055,97
"20201406714",1055,97
"20201406717",1055,97
"20202406802",1490,97
"20202406805",1490,97
"20202406808",1490,97
"20202406814",1490,97
"20202406817",1490,97
"20202406902",1490,97
"20202406905",1490,97
"20202406908",1490,97
"20202406911",1490,97
"20202406917",1490,97
"20202407002",1241,97
"20202407005",1241,97
"20202407008",1241,97
"20202407011",1241,97
"20202407014",1241,97
"20202407017",1241,97
"20202407102",1490,97
"20202407105",1490,97
"20202407108",1490,97
"20202407114",1490,97
"20202407117",1490,97
"20202407202",2483,97
"20202407211",2483,97
"20202407217",2483,97
"20202407302",1241,97
"20202407305",1241,97
"20202407308",1241,97
"20202407311",1241,97
"20202407314",1241,97
"20202407317",1241,97
"20202407402",1241,97
"20202407405",1241,97
"20202407408",1241,97
"20202407411",1241,97
"20202407414",1241,97
"20202407417",1241,97
"20202407502",1241,97
"20202407505",1241,97
"20202407508",1241,97
"20202407511",1241,97
"20202407514",1241,97
"20202407517",1241,97
"20202407602",1241,97
"20202407605",1241,97
"20202407608",1241,97
"20202407611",1241,97
"20202407614",1241,97
"20202407617",1241,97
"20202407702",1490,97
"20202407705",1490,97
"20202407708",1490,97
"20202407711",1490,97
"20202407714",1490,97
"20204407802",825,97
"20204407808",825,97
"20204407814",825,97
"20204407817",825,97
"20204407902",550,97
"20204407905",550,97
"20204407908",550,97
"20204407911",550,97
"20204407914",550,97
"20204407917",550,97
"20204408002",660,97
"20204408005",660,97
"20204408008",660,97
"20204408011",660,97
"20204408017",660,97
"20204408105",660,97
